opportunity_id,account_id,created_date,expected_close_date,sales_rep,region,industry,segment,lead_source,stage,amount,probability,sales_cycle_days,weighted_pipeline
OPP-224633,ACC-11525,2023-09-29,2023-11-07,Rep 8,West,Education,SMB,Partner,Lead,14000,0.08,39,1120.0
OPP-224634,ACC-10465,2023-08-02,2023-10-06,Rep 9,Midwest,Finance,Mid-Market,Inbound,Closed Lost,26400,0.0,65,0.0
OPP-224635,ACC-14957,2024-12-06,2024-12-09,Rep 31,Midwest,Logistics,SMB,Partner,Closed Won,13600,1.0,3,13600.0
OPP-224636,ACC-15997,2023-01-26,2023-02-28,Rep 20,West,Manufacturing,SMB,Inbound,Demo,7500,0.38,33,2850.0
OPP-224637,ACC-12073,2023-09-09,2023-09-23,Rep 39,West,Real Estate,SMB,Partner,Negotiation,9200,0.72,14,6624.0
OPP-224638,ACC-14160,2023-04-17,2023-06-04,Rep 29,Southeast,Education,Mid-Market,Referral,Proposal,13300,0.56,48,7448.0
OPP-224639,ACC-10352,2024-08-21,2024-11-25,Rep 36,Midwest,Software,Mid-Market,Outbound,Closed Lost,39600,0.0,96,0.0
OPP-224640,ACC-14026,2023-07-12,2023-07-20,Rep 3,Southwest,Finance,SMB,Outbound,Negotiation,1600,0.72,8,1152.0
OPP-224641,ACC-12457,2023-07-12,2023-08-20,Rep 9,Northeast,Software,SMB,Partner,Closed Won,10500,1.0,39,10500.0
OPP-224642,ACC-13483,2023-08-01,2023-10-14,Rep 7,Southwest,Retail,Enterprise,Inbound,Proposal,43800,0.56,74,24528.0
OPP-224643,ACC-10860,2023-05-06,2023-05-09,Rep 4,Southwest,Healthcare,SMB,Paid Search,Qualified,14200,0.22,3,3124.0
OPP-224644,ACC-11031,2024-10-01,2024-12-12,Rep 14,Midwest,Healthcare,Mid-Market,Event,Proposal,71600,0.56,72,40096.0
OPP-224645,ACC-14753,2024-06-05,2024-06-13,Rep 31,Midwest,Finance,SMB,Partner,Qualified,29000,0.22,8,6380.0
OPP-224646,ACC-14429,2024-06-30,2024-07-23,Rep 36,Southeast,Logistics,SMB,Inbound,Demo,8700,0.38,23,3306.0
OPP-224647,ACC-15207,2023-04-02,2023-05-14,Rep 12,Midwest,Manufacturing,SMB,Outbound,Qualified,2600,0.22,42,572.0
OPP-224648,ACC-15082,2024-12-23,2025-03-06,Rep 37,Southwest,Real Estate,Mid-Market,Referral,Negotiation,8300,0.72,73,5976.0
OPP-224649,ACC-13667,2024-01-07,2024-01-19,Rep 25,Midwest,Education,SMB,Referral,Negotiation,18100,0.72,12,13032.0
OPP-224650,ACC-14422,2023-11-19,2024-01-22,Rep 25,West,Logistics,Mid-Market,Outbound,Negotiation,13000,0.72,64,9360.0
OPP-224651,ACC-13496,2023-07-27,2023-09-23,Rep 24,Northeast,Retail,Mid-Market,Partner,Demo,393200,0.38,58,149416.0
OPP-224652,ACC-11922,2024-08-19,2024-09-07,Rep 32,Southeast,Real Estate,SMB,Inbound,Qualified,5300,0.22,19,1166.0
OPP-224653,ACC-15674,2023-06-05,2023-08-12,Rep 38,Northeast,Finance,Mid-Market,Referral,Closed Lost,41400,0.0,68,0.0
OPP-224654,ACC-13172,2023-08-06,2023-09-19,Rep 5,Southeast,Healthcare,SMB,Partner,Proposal,28800,0.56,44,16128.0
OPP-224655,ACC-10223,2025-04-26,2025-07-18,Rep 12,West,Real Estate,SMB,Inbound,Negotiation,5600,0.72,83,4032.0
OPP-224656,ACC-10806,2024-11-04,2024-12-24,Rep 13,Midwest,Finance,Mid-Market,Inbound,Closed Lost,44900,0.0,50,0.0
OPP-224657,ACC-12661,2024-03-08,2024-05-07,Rep 33,Southeast,Retail,Mid-Market,Outbound,Qualified,50400,0.22,60,11088.0
OPP-224658,ACC-13702,2024-08-28,2024-10-02,Rep 12,Midwest,Real Estate,SMB,Referral,Qualified,4800,0.22,35,1056.0
OPP-224659,ACC-11302,2024-09-29,2024-11-15,Rep 31,West,Healthcare,SMB,Referral,Proposal,16000,0.56,47,8960.0
OPP-224660,ACC-14372,2024-10-26,2024-12-18,Rep 22,Midwest,Education,Mid-Market,Event,Proposal,35700,0.56,53,19992.0
OPP-224661,ACC-12941,2024-03-17,2024-04-02,Rep 38,West,Software,SMB,Event,Demo,6900,0.38,16,2622.0
OPP-224662,ACC-11567,2025-04-23,2025-05-28,Rep 34,Midwest,Education,SMB,Outbound,Demo,11400,0.38,35,4332.0
OPP-224663,ACC-10721,2024-07-13,2024-10-11,Rep 26,Southwest,Retail,Enterprise,Inbound,Closed Won,296900,1.0,90,296900.0
OPP-224664,ACC-11878,2023-10-19,2023-11-18,Rep 32,Southeast,Real Estate,SMB,Inbound,Qualified,5700,0.22,30,1254.0
OPP-224665,ACC-11597,2025-02-06,2025-04-18,Rep 5,Southeast,Healthcare,Enterprise,Referral,Closed Won,146100,1.0,71,146100.0
OPP-224666,ACC-13680,2024-10-13,2025-01-15,Rep 19,West,Real Estate,Mid-Market,Partner,Proposal,9900,0.56,94,5544.0
OPP-224667,ACC-13221,2024-10-23,2025-01-15,Rep 39,Northeast,Real Estate,Enterprise,Inbound,Closed Won,52100,1.0,84,52100.0
OPP-224668,ACC-10513,2023-09-18,2023-09-21,Rep 39,Southeast,Logistics,SMB,Inbound,Lead,16800,0.08,3,1344.0
OPP-224669,ACC-14186,2024-03-24,2024-05-23,Rep 18,Northeast,Logistics,Mid-Market,Event,Closed Lost,12500,0.0,60,0.0
OPP-224670,ACC-10658,2025-02-12,2025-02-28,Rep 26,Southwest,Education,SMB,Referral,Closed Won,7800,1.0,16,7800.0
OPP-224671,ACC-15151,2025-06-15,2025-06-18,Rep 37,Southeast,Software,SMB,Referral,Proposal,12400,0.56,3,6944.0
OPP-224672,ACC-11365,2025-01-31,2025-02-24,Rep 11,Midwest,Retail,SMB,Event,Proposal,7600,0.56,24,4256.0
OPP-224673,ACC-15476,2023-09-13,2023-10-10,Rep 30,Northeast,Healthcare,Enterprise,Referral,Proposal,104900,0.56,27,58744.0
OPP-224674,ACC-11861,2025-03-02,2025-05-02,Rep 26,Northeast,Manufacturing,Mid-Market,Referral,Negotiation,23700,0.72,61,17064.0
OPP-224675,ACC-12192,2025-02-28,2025-03-28,Rep 2,Northeast,Real Estate,Mid-Market,Paid Search,Proposal,6000,0.56,28,3360.0
OPP-224676,ACC-10609,2023-04-04,2023-05-03,Rep 32,Southeast,Real Estate,Mid-Market,Inbound,Qualified,67800,0.22,29,14916.0
OPP-224677,ACC-10106,2024-09-20,2024-11-21,Rep 20,Northeast,Healthcare,Mid-Market,Outbound,Demo,26400,0.38,62,10032.0
OPP-224678,ACC-11022,2023-09-07,2023-10-19,Rep 17,West,Software,SMB,Outbound,Proposal,8800,0.56,42,4928.0
OPP-224679,ACC-14178,2025-04-15,2025-05-22,Rep 15,Southwest,Healthcare,SMB,Inbound,Negotiation,13000,0.72,37,9360.0
OPP-224680,ACC-10189,2025-03-01,2025-04-22,Rep 14,West,Logistics,Mid-Market,Paid Search,Qualified,5100,0.22,52,1122.0
OPP-224681,ACC-10987,2024-05-21,2024-09-20,Rep 35,Southeast,Finance,Enterprise,Referral,Closed Won,401700,1.0,122,401700.0
OPP-224682,ACC-12208,2025-01-03,2025-02-13,Rep 1,Southwest,Healthcare,Mid-Market,Inbound,Lead,48000,0.08,41,3840.0
OPP-224683,ACC-12085,2023-10-02,2023-11-11,Rep 35,Northeast,Software,SMB,Event,Closed Won,4500,1.0,40,4500.0
OPP-224684,ACC-13838,2024-08-19,2024-11-02,Rep 1,West,Software,Mid-Market,Paid Search,Proposal,35900,0.56,75,20104.0
OPP-224685,ACC-10935,2024-04-03,2024-06-05,Rep 10,Midwest,Education,Mid-Market,Outbound,Lead,21900,0.08,63,1752.0
OPP-224686,ACC-10620,2024-09-01,2024-11-25,Rep 14,Midwest,Real Estate,Mid-Market,Partner,Negotiation,62900,0.72,85,45288.0
OPP-224687,ACC-14315,2023-04-21,2023-05-29,Rep 10,Midwest,Education,SMB,Inbound,Proposal,8700,0.56,38,4872.0
OPP-224688,ACC-12108,2023-06-06,2023-09-01,Rep 33,Southeast,Finance,Enterprise,Inbound,Demo,170200,0.38,87,64676.0
OPP-224689,ACC-10555,2025-02-22,2025-03-12,Rep 25,Northeast,Finance,SMB,Referral,Closed Won,5200,1.0,18,5200.0
OPP-224690,ACC-14555,2024-07-25,2024-08-16,Rep 14,Southeast,Finance,SMB,Referral,Negotiation,25800,0.72,22,18576.0
OPP-224691,ACC-15057,2023-11-19,2024-03-05,Rep 6,Northeast,Retail,Enterprise,Outbound,Qualified,143600,0.22,107,31592.0
OPP-224692,ACC-11054,2025-03-25,2025-07-03,Rep 10,Southwest,Healthcare,Enterprise,Paid Search,Closed Won,251000,1.0,100,251000.0
OPP-224693,ACC-14409,2025-04-13,2025-05-14,Rep 1,West,Healthcare,SMB,Paid Search,Negotiation,7200,0.72,31,5184.0
OPP-224694,ACC-10706,2024-10-22,2024-12-28,Rep 17,Southwest,Manufacturing,Mid-Market,Outbound,Demo,112400,0.38,67,42712.0
OPP-224695,ACC-11274,2025-06-13,2025-08-07,Rep 11,Southeast,Software,Mid-Market,Outbound,Demo,45800,0.38,55,17404.0
OPP-224696,ACC-12629,2024-01-14,2024-04-13,Rep 27,Northeast,Software,Mid-Market,Outbound,Closed Lost,15000,0.0,90,0.0
OPP-224697,ACC-11397,2023-09-07,2023-11-28,Rep 20,West,Logistics,Enterprise,Outbound,Proposal,28000,0.56,82,15680.0
OPP-224698,ACC-11595,2023-11-06,2024-01-26,Rep 13,Southwest,Education,Enterprise,Outbound,Closed Won,53600,1.0,81,53600.0
OPP-224699,ACC-11654,2025-03-09,2025-06-26,Rep 5,Southwest,Retail,Enterprise,Inbound,Qualified,176700,0.22,109,38874.0
OPP-224700,ACC-11262,2023-07-08,2023-08-29,Rep 8,West,Logistics,Mid-Market,Outbound,Lead,105100,0.08,52,8408.0
OPP-224701,ACC-14691,2024-12-21,2025-02-02,Rep 28,Midwest,Healthcare,SMB,Paid Search,Negotiation,12200,0.72,43,8784.0
OPP-224702,ACC-12419,2024-12-22,2025-03-08,Rep 38,Southeast,Software,Mid-Market,Outbound,Demo,41000,0.38,76,15580.0
OPP-224703,ACC-11656,2023-01-28,2023-02-16,Rep 38,Southeast,Logistics,SMB,Outbound,Negotiation,10300,0.72,19,7416.0
OPP-224704,ACC-11362,2023-03-03,2023-05-05,Rep 30,Southeast,Software,Mid-Market,Referral,Closed Won,48500,1.0,63,48500.0
OPP-224705,ACC-14381,2024-08-21,2024-10-11,Rep 13,Midwest,Finance,Mid-Market,Partner,Qualified,19000,0.22,51,4180.0
OPP-224706,ACC-14418,2024-08-17,2024-09-27,Rep 25,Northeast,Finance,SMB,Referral,Negotiation,21500,0.72,41,15480.0
OPP-224707,ACC-10307,2024-07-30,2024-09-02,Rep 42,Midwest,Finance,SMB,Event,Proposal,3100,0.56,34,1736.0
OPP-224708,ACC-12529,2023-01-31,2023-04-07,Rep 26,Southeast,Software,Mid-Market,Outbound,Closed Won,19200,1.0,66,19200.0
OPP-224709,ACC-15623,2024-12-10,2025-01-12,Rep 41,Southwest,Retail,Enterprise,Partner,Proposal,78400,0.56,33,43904.0
OPP-224710,ACC-15879,2024-07-11,2024-08-26,Rep 10,Midwest,Real Estate,SMB,Paid Search,Closed Won,4100,1.0,46,4100.0
OPP-224711,ACC-11121,2024-07-15,2024-09-23,Rep 30,West,Retail,Mid-Market,Outbound,Qualified,21400,0.22,70,4708.0
OPP-224712,ACC-14807,2025-05-02,2025-05-15,Rep 2,Southeast,Retail,SMB,Inbound,Closed Won,25400,1.0,13,25400.0
OPP-224713,ACC-13985,2023-01-18,2023-04-16,Rep 31,Southeast,Logistics,Mid-Market,Inbound,Closed Lost,29700,0.0,88,0.0
OPP-224714,ACC-13884,2024-02-07,2024-03-08,Rep 12,Southwest,Healthcare,SMB,Inbound,Qualified,34300,0.22,30,7546.0
OPP-224715,ACC-11704,2023-12-07,2024-04-03,Rep 37,Southeast,Education,Enterprise,Event,Proposal,95800,0.56,118,53648.0
OPP-224716,ACC-12128,2024-09-17,2024-10-29,Rep 27,Northeast,Logistics,SMB,Outbound,Demo,13500,0.38,42,5130.0
OPP-224717,ACC-11368,2023-07-03,2023-08-30,Rep 7,Northeast,Manufacturing,SMB,Referral,Lead,8900,0.08,58,712.0
OPP-224718,ACC-11728,2023-10-14,2024-01-08,Rep 39,Southwest,Software,Mid-Market,Paid Search,Closed Lost,26000,0.0,86,0.0
OPP-224719,ACC-11606,2023-07-04,2023-08-10,Rep 25,Northeast,Retail,Mid-Market,Paid Search,Proposal,27600,0.56,37,15456.0
OPP-224720,ACC-11177,2023-03-23,2023-05-17,Rep 19,West,Education,Mid-Market,Event,Demo,84100,0.38,55,31958.0
OPP-224721,ACC-12323,2023-06-17,2023-07-31,Rep 23,Southeast,Logistics,SMB,Inbound,Proposal,20300,0.56,44,11368.0
OPP-224722,ACC-13609,2023-03-07,2023-04-26,Rep 39,Northeast,Software,SMB,Inbound,Negotiation,2400,0.72,50,1728.0
OPP-224723,ACC-12557,2023-10-23,2023-11-22,Rep 42,Southeast,Manufacturing,SMB,Partner,Qualified,11000,0.22,30,2420.0
OPP-224724,ACC-12500,2024-06-07,2024-07-01,Rep 27,West,Retail,Mid-Market,Inbound,Proposal,2800,0.56,24,1568.0
OPP-224725,ACC-10986,2024-12-05,2025-01-23,Rep 32,Midwest,Education,SMB,Outbound,Demo,4600,0.38,49,1748.0
OPP-224726,ACC-14363,2023-12-13,2024-03-14,Rep 25,West,Real Estate,Mid-Market,Inbound,Negotiation,129500,0.72,92,93240.0
OPP-224727,ACC-12156,2025-01-09,2025-01-30,Rep 35,Southeast,Healthcare,SMB,Referral,Proposal,10800,0.56,21,6048.0
OPP-224728,ACC-14951,2023-08-07,2023-10-11,Rep 26,Northeast,Education,Mid-Market,Outbound,Proposal,60100,0.56,65,33656.0
OPP-224729,ACC-13430,2023-07-30,2023-10-12,Rep 13,West,Education,Mid-Market,Partner,Closed Lost,20200,0.0,74,0.0
OPP-224730,ACC-15693,2023-09-13,2023-11-18,Rep 6,West,Logistics,Mid-Market,Event,Lead,18200,0.08,66,1456.0
OPP-224731,ACC-15699,2024-09-01,2024-12-11,Rep 16,West,Healthcare,Enterprise,Outbound,Proposal,129200,0.56,101,72352.0
OPP-224732,ACC-15035,2023-07-26,2023-10-21,Rep 16,Northeast,Healthcare,SMB,Outbound,Qualified,9700,0.22,87,2134.0
OPP-224733,ACC-11407,2025-03-24,2025-04-11,Rep 35,Midwest,Healthcare,SMB,Outbound,Closed Won,5700,1.0,18,5700.0
OPP-224734,ACC-14282,2023-06-28,2023-09-08,Rep 20,West,Software,Enterprise,Referral,Negotiation,74500,0.72,72,53640.0
OPP-224735,ACC-12970,2024-01-25,2024-03-09,Rep 25,Midwest,Finance,SMB,Partner,Qualified,1800,0.22,44,396.0
OPP-224736,ACC-13461,2023-01-29,2023-03-02,Rep 39,Northeast,Manufacturing,SMB,Inbound,Closed Lost,30300,0.0,32,0.0
OPP-224737,ACC-10224,2025-01-08,2025-03-02,Rep 13,Northeast,Real Estate,Mid-Market,Referral,Demo,26900,0.38,53,10222.0
OPP-224738,ACC-11396,2024-05-12,2024-07-03,Rep 16,Southeast,Finance,Mid-Market,Inbound,Demo,41700,0.38,52,15846.0
OPP-224739,ACC-13119,2025-03-10,2025-04-19,Rep 9,Southeast,Finance,SMB,Outbound,Lead,8500,0.08,40,680.0
OPP-224740,ACC-14508,2025-05-31,2025-06-13,Rep 36,West,Education,Mid-Market,Event,Closed Won,23500,1.0,13,23500.0
OPP-224741,ACC-11498,2023-06-16,2023-06-23,Rep 4,Southeast,Education,SMB,Partner,Proposal,10800,0.56,7,6048.0
OPP-224742,ACC-13269,2024-11-07,2025-02-16,Rep 8,Midwest,Real Estate,Mid-Market,Outbound,Negotiation,18200,0.72,101,13104.0
OPP-224743,ACC-12308,2023-11-22,2023-12-09,Rep 23,Southeast,Education,Mid-Market,Outbound,Lead,73200,0.08,17,5856.0
OPP-224744,ACC-11532,2024-12-07,2024-12-12,Rep 4,West,Healthcare,SMB,Partner,Lead,5800,0.08,5,464.0
OPP-224745,ACC-12489,2024-03-23,2024-04-04,Rep 32,West,Education,SMB,Inbound,Lead,4500,0.08,12,360.0
OPP-224746,ACC-13786,2023-12-29,2024-03-06,Rep 42,Northeast,Logistics,Enterprise,Outbound,Closed Lost,36000,0.0,68,0.0
OPP-224747,ACC-12244,2023-06-21,2023-08-09,Rep 2,Midwest,Real Estate,SMB,Partner,Demo,8900,0.38,49,3382.0
OPP-224748,ACC-12358,2025-05-13,2025-05-23,Rep 8,Midwest,Real Estate,SMB,Partner,Negotiation,7700,0.72,10,5544.0
OPP-224749,ACC-12687,2025-01-05,2025-02-19,Rep 34,Southeast,Software,Mid-Market,Event,Proposal,60800,0.56,45,34048.0
OPP-224750,ACC-13601,2024-03-02,2024-06-04,Rep 3,Midwest,Education,Enterprise,Outbound,Demo,377100,0.38,94,143298.0
OPP-224751,ACC-10122,2023-09-02,2023-11-25,Rep 42,West,Education,Enterprise,Paid Search,Lead,40200,0.08,84,3216.0
OPP-224752,ACC-11982,2023-05-28,2023-07-30,Rep 8,Midwest,Software,SMB,Outbound,Qualified,3600,0.22,63,792.0
OPP-224753,ACC-10270,2023-11-09,2023-12-24,Rep 20,Northeast,Finance,SMB,Referral,Negotiation,8200,0.72,45,5904.0
OPP-224754,ACC-14883,2025-01-24,2025-03-20,Rep 26,Southwest,Manufacturing,Mid-Market,Partner,Demo,15800,0.38,55,6004.0
OPP-224755,ACC-11335,2023-11-23,2023-12-18,Rep 17,West,Real Estate,Mid-Market,Partner,Proposal,51800,0.56,25,29008.0
OPP-224756,ACC-14198,2023-10-17,2023-10-20,Rep 39,West,Healthcare,SMB,Inbound,Qualified,16000,0.22,3,3520.0
OPP-224757,ACC-12326,2024-09-07,2024-10-02,Rep 34,Northeast,Software,Mid-Market,Referral,Proposal,9500,0.56,25,5320.0
OPP-224758,ACC-10381,2024-12-27,2025-01-24,Rep 26,Midwest,Software,SMB,Paid Search,Closed Won,11100,1.0,28,11100.0
OPP-224759,ACC-14344,2024-08-30,2024-11-18,Rep 3,Northeast,Retail,Enterprise,Paid Search,Negotiation,225100,0.72,80,162072.0
OPP-224760,ACC-14863,2024-12-07,2025-01-14,Rep 26,Southwest,Finance,SMB,Inbound,Qualified,8200,0.22,38,1804.0
OPP-224761,ACC-10866,2023-12-16,2024-01-01,Rep 11,Midwest,Retail,SMB,Outbound,Negotiation,11500,0.72,16,8280.0
OPP-224762,ACC-15765,2023-06-21,2023-08-05,Rep 31,Southeast,Finance,SMB,Partner,Proposal,4200,0.56,45,2352.0
OPP-224763,ACC-11683,2023-06-14,2023-08-15,Rep 4,Northeast,Software,Mid-Market,Event,Closed Lost,26500,0.0,62,0.0
OPP-224764,ACC-11768,2023-11-07,2023-12-21,Rep 16,Southeast,Real Estate,Mid-Market,Partner,Closed Won,38000,1.0,44,38000.0
OPP-224765,ACC-11575,2024-06-21,2024-07-23,Rep 5,Northeast,Real Estate,SMB,Referral,Closed Won,20300,1.0,32,20300.0
OPP-224766,ACC-10082,2023-10-27,2023-12-13,Rep 6,West,Education,SMB,Partner,Demo,3400,0.38,47,1292.0
OPP-224767,ACC-14663,2023-06-04,2023-08-13,Rep 5,Northeast,Real Estate,Enterprise,Inbound,Proposal,69600,0.56,70,38976.0
OPP-224768,ACC-10514,2023-10-12,2023-12-18,Rep 24,Midwest,Software,Mid-Market,Outbound,Lead,41200,0.08,67,3296.0
OPP-224769,ACC-12791,2023-12-09,2024-02-28,Rep 27,Northeast,Finance,Mid-Market,Inbound,Demo,47400,0.38,81,18012.0
OPP-224770,ACC-15751,2024-03-02,2024-04-25,Rep 19,Midwest,Retail,Enterprise,Referral,Demo,81800,0.38,54,31084.0
OPP-224771,ACC-14867,2023-10-11,2023-11-11,Rep 24,Southeast,Education,SMB,Event,Qualified,5900,0.22,31,1298.0
OPP-224772,ACC-15109,2024-05-02,2024-06-28,Rep 30,Midwest,Software,Mid-Market,Inbound,Proposal,9300,0.56,57,5208.0
OPP-224773,ACC-11518,2023-06-03,2023-08-08,Rep 4,West,Finance,Mid-Market,Outbound,Qualified,64900,0.22,66,14278.0
OPP-224774,ACC-14891,2023-01-04,2023-01-14,Rep 36,West,Software,SMB,Outbound,Proposal,3300,0.56,10,1848.0
OPP-224775,ACC-11978,2023-01-23,2023-02-19,Rep 24,West,Retail,SMB,Inbound,Proposal,29300,0.56,27,16408.0
OPP-224776,ACC-11919,2023-01-19,2023-02-28,Rep 33,West,Healthcare,Enterprise,Event,Closed Lost,64100,0.0,40,0.0
OPP-224777,ACC-13289,2023-02-15,2023-04-20,Rep 17,West,Real Estate,Mid-Market,Outbound,Closed Won,46100,1.0,64,46100.0
OPP-224778,ACC-11729,2023-12-31,2024-02-07,Rep 35,Northeast,Education,Mid-Market,Partner,Demo,7400,0.38,38,2812.0
OPP-224779,ACC-13876,2024-10-01,2024-10-21,Rep 23,Southwest,Retail,SMB,Inbound,Negotiation,9000,0.72,20,6480.0
OPP-224780,ACC-11436,2023-10-11,2024-01-13,Rep 10,Midwest,Finance,Mid-Market,Inbound,Negotiation,23700,0.72,94,17064.0
OPP-224781,ACC-11860,2024-05-28,2024-08-10,Rep 22,Midwest,Manufacturing,Enterprise,Event,Qualified,59600,0.22,74,13112.0
OPP-224782,ACC-15576,2023-07-06,2023-09-01,Rep 14,Northeast,Healthcare,Mid-Market,Paid Search,Demo,20400,0.38,57,7752.0
OPP-224783,ACC-14751,2023-04-05,2023-05-23,Rep 21,Northeast,Real Estate,Mid-Market,Outbound,Demo,14500,0.38,48,5510.0
OPP-224784,ACC-15260,2024-07-05,2024-08-10,Rep 38,Midwest,Real Estate,SMB,Partner,Negotiation,15900,0.72,36,11448.0
OPP-224785,ACC-13173,2024-09-14,2024-10-17,Rep 34,Southwest,Software,SMB,Paid Search,Negotiation,29000,0.72,33,20880.0
OPP-224786,ACC-15862,2023-07-18,2023-08-21,Rep 9,Northeast,Manufacturing,SMB,Partner,Closed Lost,3200,0.0,34,0.0
OPP-224787,ACC-11186,2023-05-28,2023-06-27,Rep 20,Southwest,Manufacturing,Mid-Market,Partner,Proposal,12800,0.56,30,7168.0
OPP-224788,ACC-12571,2025-06-05,2025-08-24,Rep 11,Southeast,Logistics,Mid-Market,Referral,Proposal,8400,0.56,80,4704.0
OPP-224789,ACC-13892,2024-07-17,2024-09-23,Rep 17,Southwest,Software,SMB,Referral,Qualified,7800,0.22,68,1716.0
OPP-224790,ACC-12000,2024-08-30,2024-10-09,Rep 29,Northeast,Retail,SMB,Outbound,Negotiation,3700,0.72,40,2664.0
OPP-224791,ACC-11155,2023-08-04,2023-09-17,Rep 35,Midwest,Finance,SMB,Partner,Proposal,6500,0.56,44,3640.0
OPP-224792,ACC-12094,2024-02-04,2024-02-28,Rep 27,Southeast,Manufacturing,SMB,Partner,Closed Won,5300,1.0,24,5300.0
OPP-224793,ACC-10435,2024-02-11,2024-04-20,Rep 5,Midwest,Software,SMB,Paid Search,Qualified,9600,0.22,69,2112.0
OPP-224794,ACC-14572,2024-02-29,2024-06-04,Rep 2,Southwest,Education,Mid-Market,Inbound,Closed Lost,15500,0.0,96,0.0
OPP-224795,ACC-14633,2023-03-19,2023-05-10,Rep 3,West,Education,SMB,Event,Closed Won,7200,1.0,52,7200.0
OPP-224796,ACC-10574,2024-04-24,2024-08-10,Rep 40,Southwest,Retail,Enterprise,Inbound,Closed Won,174600,1.0,108,174600.0
OPP-224797,ACC-13731,2023-11-15,2023-12-13,Rep 23,Southeast,Education,SMB,Partner,Closed Won,5800,1.0,28,5800.0
OPP-224798,ACC-12125,2023-01-10,2023-02-15,Rep 40,West,Healthcare,SMB,Partner,Closed Won,6100,1.0,36,6100.0
OPP-224799,ACC-13239,2024-10-24,2024-10-27,Rep 35,West,Logistics,SMB,Outbound,Qualified,6900,0.22,3,1518.0
OPP-224800,ACC-14604,2025-05-05,2025-06-05,Rep 23,West,Software,SMB,Outbound,Demo,24100,0.38,31,9158.0
OPP-224801,ACC-15793,2023-09-23,2024-02-03,Rep 40,West,Healthcare,Enterprise,Inbound,Qualified,188000,0.22,133,41360.0
OPP-224802,ACC-11554,2024-08-23,2024-10-03,Rep 6,Midwest,Retail,SMB,Event,Qualified,5300,0.22,41,1166.0
OPP-224803,ACC-11557,2024-01-04,2024-01-07,Rep 31,Northeast,Education,SMB,Outbound,Closed Won,14100,1.0,3,14100.0
OPP-224804,ACC-13911,2024-09-21,2024-12-01,Rep 23,Southwest,Logistics,Enterprise,Paid Search,Proposal,14100,0.56,71,7896.0
OPP-224805,ACC-11810,2024-02-20,2024-03-15,Rep 5,Northeast,Real Estate,Mid-Market,Outbound,Closed Won,12600,1.0,24,12600.0
OPP-224806,ACC-12237,2024-08-05,2024-10-22,Rep 21,Northeast,Education,Enterprise,Inbound,Demo,222600,0.38,78,84588.0
OPP-224807,ACC-12587,2024-04-26,2024-07-08,Rep 12,Midwest,Retail,Mid-Market,Outbound,Negotiation,16000,0.72,73,11520.0
OPP-224808,ACC-14790,2023-04-20,2023-06-25,Rep 31,West,Manufacturing,SMB,Inbound,Proposal,14200,0.56,66,7952.0
OPP-224809,ACC-14710,2025-05-16,2025-07-01,Rep 34,Southeast,Manufacturing,Mid-Market,Inbound,Closed Lost,7700,0.0,46,0.0
OPP-224810,ACC-13048,2025-02-16,2025-05-03,Rep 39,Midwest,Real Estate,Enterprise,Event,Closed Lost,188800,0.0,76,0.0
OPP-224811,ACC-11952,2023-10-01,2023-12-09,Rep 1,Southwest,Manufacturing,Mid-Market,Event,Lead,43600,0.08,69,3488.0
OPP-224812,ACC-12782,2025-03-04,2025-04-11,Rep 10,West,Education,SMB,Event,Closed Lost,11600,0.0,38,0.0
OPP-224813,ACC-14848,2024-12-23,2025-04-06,Rep 25,Midwest,Finance,Enterprise,Inbound,Qualified,161300,0.22,104,35486.0
OPP-224814,ACC-11095,2024-12-09,2025-03-24,Rep 26,Northeast,Retail,Enterprise,Partner,Lead,102900,0.08,105,8232.0
OPP-224815,ACC-10799,2024-11-09,2025-01-15,Rep 32,Northeast,Manufacturing,Mid-Market,Paid Search,Closed Lost,19000,0.0,67,0.0
OPP-224816,ACC-10431,2024-12-01,2025-01-05,Rep 26,Midwest,Retail,SMB,Inbound,Qualified,9100,0.22,35,2002.0
OPP-224817,ACC-12734,2023-11-17,2024-02-21,Rep 18,Midwest,Manufacturing,Enterprise,Paid Search,Qualified,57900,0.22,96,12738.0
OPP-224818,ACC-13065,2023-08-20,2023-10-19,Rep 34,Northeast,Real Estate,Mid-Market,Inbound,Negotiation,9700,0.72,60,6984.0
OPP-224819,ACC-13875,2024-06-01,2024-07-14,Rep 21,Midwest,Retail,Mid-Market,Outbound,Demo,20900,0.38,43,7942.0
OPP-224820,ACC-14801,2023-07-14,2023-11-05,Rep 33,Southwest,Retail,Enterprise,Inbound,Demo,288500,0.38,114,109630.0
OPP-224821,ACC-13139,2023-02-09,2023-04-25,Rep 21,West,Software,Mid-Market,Referral,Qualified,19500,0.22,75,4290.0
OPP-224822,ACC-14163,2023-07-25,2023-10-04,Rep 13,West,Healthcare,SMB,Referral,Lead,1900,0.08,71,152.0
OPP-224823,ACC-12189,2023-09-26,2023-11-10,Rep 14,Southwest,Retail,Mid-Market,Paid Search,Closed Won,81100,1.0,45,81100.0
OPP-224824,ACC-15303,2023-06-07,2023-10-05,Rep 25,Northeast,Real Estate,Enterprise,Inbound,Closed Lost,70700,0.0,120,0.0
OPP-224825,ACC-12446,2023-12-12,2023-12-23,Rep 42,Northeast,Real Estate,Mid-Market,Event,Lead,20600,0.08,11,1648.0
