activity_id,opportunity_id,activity_type,activity_date,status,owner
TASK-310509,OPP-208042,Follow-up,2025-01-10,Completed,Rep 40
TASK-310510,OPP-223568,Email,2023-11-17,Completed,Rep 29
TASK-310511,OPP-207348,Demo,2024-03-10,Completed,Rep 2
TASK-310512,OPP-242340,Email,2023-04-08,Completed,Rep 32
TASK-310513,OPP-249768,Email,2024-09-22,Completed,Rep 29
TASK-310514,OPP-249799,Proposal Sent,2023-07-31,Completed,Rep 38
TASK-310515,OPP-202348,Demo,2024-09-21,Completed,Rep 6
TASK-310516,OPP-240572,Email,2025-06-28,Open,Rep 41
TASK-310517,OPP-217012,Email,2023-10-03,Open,Rep 42
TASK-310518,OPP-228450,Proposal Sent,2025-06-06,Completed,Rep 41
TASK-310519,OPP-217389,Email,2023-11-07,Blocked,Rep 12
TASK-310520,OPP-221839,Contract Review,2025-08-11,Completed,Rep 37
TASK-310521,OPP-209237,Email,2025-04-23,Completed,Rep 20
TASK-310522,OPP-214798,Email,2024-08-26,Completed,Rep 15
TASK-310523,OPP-229733,Email,2025-04-03,Completed,Rep 20
TASK-310524,OPP-240458,Proposal Sent,2023-10-12,Completed,Rep 21
TASK-310525,OPP-227433,Call,2023-07-25,Completed,Rep 3
TASK-310526,OPP-235774,Demo,2025-04-28,Completed,Rep 11
TASK-310527,OPP-217034,Call,2024-03-03,Completed,Rep 5
TASK-310528,OPP-224237,Contract Review,2024-09-23,Completed,Rep 32
TASK-310529,OPP-201049,Call,2025-05-22,Blocked,Rep 15
TASK-310530,OPP-204802,Proposal Sent,2024-09-21,Completed,Rep 31
TASK-310531,OPP-225815,Call,2024-04-21,Completed,Rep 16
TASK-310532,OPP-220510,Email,2023-02-15,Completed,Rep 6
TASK-310533,OPP-218309,Call,2024-05-08,Completed,Rep 36
TASK-310534,OPP-238496,Call,2023-01-05,Completed,Rep 33
TASK-310535,OPP-236941,Email,2024-06-15,Completed,Rep 5
TASK-310536,OPP-204767,Follow-up,2023-03-19,Open,Rep 29
TASK-310537,OPP-229166,Call,2024-05-29,Completed,Rep 29
TASK-310538,OPP-235879,Email,2023-01-18,Open,Rep 2
TASK-310539,OPP-220638,Email,2023-06-23,Blocked,Rep 7
TASK-310540,OPP-242543,Demo,2023-11-04,Completed,Rep 39
TASK-310541,OPP-210805,Email,2023-05-07,Completed,Rep 23
TASK-310542,OPP-234549,Follow-up,2023-07-22,Completed,Rep 9
TASK-310543,OPP-234008,Email,2024-09-16,Completed,Rep 37
TASK-310544,OPP-202539,Call,2024-11-18,Completed,Rep 12
TASK-310545,OPP-211067,Contract Review,2023-10-13,Completed,Rep 36
TASK-310546,OPP-201083,Contract Review,2023-09-28,Completed,Rep 12
TASK-310547,OPP-218265,Email,2024-11-11,Open,Rep 15
TASK-310548,OPP-219884,Email,2024-03-05,Open,Rep 7
TASK-310549,OPP-224822,Demo,2023-09-19,Completed,Rep 3
TASK-310550,OPP-216880,Proposal Sent,2023-04-29,Completed,Rep 16
TASK-310551,OPP-240747,Email,2025-01-05,Completed,Rep 9
TASK-310552,OPP-232863,Proposal Sent,2023-05-20,Completed,Rep 40
TASK-310553,OPP-244358,Call,2023-06-14,Completed,Rep 10
TASK-310554,OPP-216064,Follow-up,2024-07-29,Completed,Rep 25
TASK-310555,OPP-200493,Email,2023-08-08,Completed,Rep 39
TASK-310556,OPP-238778,Email,2025-03-29,Completed,Rep 34
TASK-310557,OPP-220926,Email,2025-04-04,Completed,Rep 14
TASK-310558,OPP-210993,Proposal Sent,2025-06-09,Completed,Rep 7
TASK-310559,OPP-248891,Call,2023-03-12,Completed,Rep 1
TASK-310560,OPP-228559,Email,2023-06-18,Completed,Rep 30
TASK-310561,OPP-200704,Follow-up,2024-12-07,Blocked,Rep 31
TASK-310562,OPP-245298,Follow-up,2023-01-29,Completed,Rep 24
TASK-310563,OPP-220176,Email,2023-10-31,Completed,Rep 4
TASK-310564,OPP-206201,Call,2023-01-12,Open,Rep 38
TASK-310565,OPP-238549,Call,2024-01-08,Completed,Rep 5
TASK-310566,OPP-228219,Call,2025-01-22,Completed,Rep 18
TASK-310567,OPP-248677,Call,2024-06-24,Completed,Rep 37
TASK-310568,OPP-226247,Follow-up,2023-05-15,Completed,Rep 37
TASK-310569,OPP-224883,Demo,2024-12-18,Completed,Rep 23
TASK-310570,OPP-215065,Email,2025-01-14,Completed,Rep 11
TASK-310571,OPP-225780,Call,2024-05-25,Completed,Rep 31
TASK-310572,OPP-237833,Call,2024-03-27,Completed,Rep 38
TASK-310573,OPP-216943,Email,2023-11-09,Completed,Rep 6
TASK-310574,OPP-237446,Demo,2024-05-11,Open,Rep 13
TASK-310575,OPP-236285,Contract Review,2025-06-11,Completed,Rep 10
TASK-310576,OPP-202042,Email,2023-06-08,Completed,Rep 37
TASK-310577,OPP-222748,Call,2025-06-04,Completed,Rep 8
TASK-310578,OPP-238862,Email,2025-06-16,Completed,Rep 4
TASK-310579,OPP-232402,Email,2023-07-17,Completed,Rep 23
TASK-310580,OPP-208675,Contract Review,2024-06-29,Completed,Rep 23
TASK-310581,OPP-243916,Follow-up,2023-01-20,Open,Rep 14
TASK-310582,OPP-230509,Demo,2023-08-29,Completed,Rep 5
TASK-310583,OPP-243673,Call,2023-05-20,Completed,Rep 29
TASK-310584,OPP-224108,Call,2023-12-14,Completed,Rep 6
TASK-310585,OPP-222250,Follow-up,2023-07-21,Completed,Rep 2
TASK-310586,OPP-245427,Email,2023-10-24,Completed,Rep 18
TASK-310587,OPP-244866,Email,2023-08-13,Completed,Rep 18
TASK-310588,OPP-209363,Call,2023-06-29,Open,Rep 4
TASK-310589,OPP-221513,Email,2024-07-25,Completed,Rep 38
TASK-310590,OPP-231686,Email,2024-06-15,Open,Rep 14
TASK-310591,OPP-220044,Call,2023-06-04,Completed,Rep 12
TASK-310592,OPP-209846,Contract Review,2024-01-18,Completed,Rep 33
TASK-310593,OPP-208262,Call,2023-01-18,Completed,Rep 19
TASK-310594,OPP-207609,Call,2023-10-02,Completed,Rep 15
TASK-310595,OPP-219966,Email,2023-04-04,Completed,Rep 8
TASK-310596,OPP-229512,Demo,2024-09-18,Completed,Rep 36
TASK-310597,OPP-207678,Demo,2025-01-15,Completed,Rep 7
TASK-310598,OPP-221827,Call,2023-09-21,Open,Rep 14
TASK-310599,OPP-216294,Call,2023-04-18,Completed,Rep 25
TASK-310600,OPP-215155,Demo,2023-09-15,Completed,Rep 21
TASK-310601,OPP-215385,Proposal Sent,2024-06-05,Completed,Rep 33
TASK-310602,OPP-207292,Call,2024-03-22,Completed,Rep 23
TASK-310603,OPP-222687,Follow-up,2023-11-04,Completed,Rep 40
TASK-310604,OPP-244671,Follow-up,2024-11-15,Completed,Rep 26
TASK-310605,OPP-201162,Call,2024-10-13,Completed,Rep 38
TASK-310606,OPP-225305,Proposal Sent,2024-08-26,Completed,Rep 24
TASK-310607,OPP-202648,Email,2024-05-17,Completed,Rep 30
TASK-310608,OPP-249411,Email,2023-10-25,Blocked,Rep 22
TASK-310609,OPP-203789,Email,2024-12-20,Completed,Rep 16
TASK-310610,OPP-229273,Contract Review,2024-07-09,Completed,Rep 22
TASK-310611,OPP-237741,Call,2024-08-06,Open,Rep 19
TASK-310612,OPP-226783,Call,2024-02-04,Completed,Rep 5
TASK-310613,OPP-207723,Email,2024-09-10,Completed,Rep 1
TASK-310614,OPP-203362,Follow-up,2023-03-01,Completed,Rep 2
TASK-310615,OPP-213135,Proposal Sent,2023-10-03,Open,Rep 26
TASK-310616,OPP-239109,Call,2023-11-16,Completed,Rep 23
TASK-310617,OPP-220492,Call,2023-11-01,Completed,Rep 38
TASK-310618,OPP-204491,Follow-up,2025-06-01,Completed,Rep 5
TASK-310619,OPP-228678,Call,2024-01-23,Completed,Rep 19
TASK-310620,OPP-228639,Contract Review,2024-12-25,Completed,Rep 9
TASK-310621,OPP-234772,Email,2024-10-16,Completed,Rep 41
TASK-310622,OPP-200450,Call,2025-03-11,Completed,Rep 24
TASK-310623,OPP-214322,Email,2024-10-30,Completed,Rep 24
TASK-310624,OPP-212443,Email,2024-02-22,Completed,Rep 22
TASK-310625,OPP-206299,Call,2024-01-11,Completed,Rep 12
TASK-310626,OPP-240124,Follow-up,2025-04-15,Open,Rep 5
TASK-310627,OPP-230845,Follow-up,2025-03-17,Completed,Rep 32
TASK-310628,OPP-231429,Email,2025-04-28,Completed,Rep 42
TASK-310629,OPP-214401,Email,2023-07-17,Open,Rep 11
TASK-310630,OPP-204949,Proposal Sent,2025-01-17,Completed,Rep 3
TASK-310631,OPP-228575,Call,2024-09-21,Open,Rep 21
TASK-310632,OPP-242196,Contract Review,2023-03-06,Completed,Rep 7
TASK-310633,OPP-237305,Follow-up,2024-06-08,Completed,Rep 22
TASK-310634,OPP-235702,Call,2024-06-17,Completed,Rep 7
TASK-310635,OPP-213241,Call,2024-01-19,Completed,Rep 1
TASK-310636,OPP-212706,Contract Review,2024-09-30,Completed,Rep 37
TASK-310637,OPP-237001,Email,2024-07-20,Open,Rep 35
TASK-310638,OPP-247591,Call,2025-01-15,Completed,Rep 20
TASK-310639,OPP-222137,Contract Review,2024-12-18,Completed,Rep 36
TASK-310640,OPP-229007,Call,2025-04-06,Completed,Rep 28
TASK-310641,OPP-215941,Demo,2024-10-15,Completed,Rep 17
TASK-310642,OPP-212279,Call,2025-06-06,Completed,Rep 10
TASK-310643,OPP-224073,Follow-up,2025-07-02,Completed,Rep 38
TASK-310644,OPP-241260,Email,2023-03-18,Completed,Rep 33
TASK-310645,OPP-218893,Email,2023-11-20,Completed,Rep 40
TASK-310646,OPP-222023,Proposal Sent,2023-08-25,Completed,Rep 22
TASK-310647,OPP-239083,Demo,2025-01-18,Open,Rep 20
TASK-310648,OPP-245958,Proposal Sent,2023-12-15,Completed,Rep 31
TASK-310649,OPP-217150,Email,2025-05-31,Completed,Rep 26
TASK-310650,OPP-206549,Email,2024-10-18,Completed,Rep 9
TASK-310651,OPP-241396,Contract Review,2023-05-06,Completed,Rep 37
TASK-310652,OPP-222325,Email,2023-03-26,Completed,Rep 7
TASK-310653,OPP-245710,Contract Review,2025-03-28,Completed,Rep 9
TASK-310654,OPP-245576,Email,2024-10-30,Completed,Rep 1
TASK-310655,OPP-244168,Call,2025-02-25,Completed,Rep 36
TASK-310656,OPP-218776,Email,2024-03-27,Completed,Rep 33
TASK-310657,OPP-211099,Call,2023-06-23,Completed,Rep 25
TASK-310658,OPP-236555,Email,2024-06-05,Open,Rep 26
TASK-310659,OPP-239784,Call,2024-11-16,Completed,Rep 15
TASK-310660,OPP-230338,Contract Review,2024-03-27,Completed,Rep 11
TASK-310661,OPP-229268,Demo,2024-03-05,Completed,Rep 11
TASK-310662,OPP-220642,Email,2024-01-05,Completed,Rep 30
TASK-310663,OPP-232909,Contract Review,2024-03-10,Completed,Rep 22
TASK-310664,OPP-204799,Email,2024-11-14,Blocked,Rep 8
TASK-310665,OPP-230711,Email,2025-02-10,Completed,Rep 24
TASK-310666,OPP-205590,Demo,2023-06-12,Completed,Rep 22
TASK-310667,OPP-231357,Email,2024-11-17,Completed,Rep 29
TASK-310668,OPP-215749,Call,2023-11-12,Blocked,Rep 26
TASK-310669,OPP-248071,Demo,2023-03-17,Completed,Rep 5
TASK-310670,OPP-215021,Email,2023-05-05,Completed,Rep 41
TASK-310671,OPP-207607,Email,2024-09-16,Open,Rep 11
TASK-310672,OPP-245264,Follow-up,2024-10-01,Open,Rep 14
TASK-310673,OPP-219803,Email,2024-10-30,Open,Rep 33
TASK-310674,OPP-248725,Email,2024-09-14,Completed,Rep 28
TASK-310675,OPP-231793,Call,2023-11-04,Completed,Rep 28
TASK-310676,OPP-221147,Demo,2024-01-27,Completed,Rep 39
TASK-310677,OPP-200865,Call,2024-11-28,Completed,Rep 30
TASK-310678,OPP-227337,Email,2024-04-22,Completed,Rep 5
TASK-310679,OPP-246496,Call,2023-11-29,Completed,Rep 23
TASK-310680,OPP-246616,Contract Review,2023-05-08,Open,Rep 6
TASK-310681,OPP-207643,Call,2023-07-14,Completed,Rep 36
TASK-310682,OPP-201719,Demo,2024-03-13,Completed,Rep 20
TASK-310683,OPP-226574,Contract Review,2024-11-04,Completed,Rep 2
TASK-310684,OPP-228131,Contract Review,2023-10-10,Open,Rep 5
TASK-310685,OPP-240772,Follow-up,2023-04-01,Completed,Rep 32
TASK-310686,OPP-240340,Call,2024-09-15,Completed,Rep 21
TASK-310687,OPP-243423,Contract Review,2025-04-18,Completed,Rep 25
TASK-310688,OPP-207733,Email,2024-03-15,Completed,Rep 29
TASK-310689,OPP-249532,Email,2023-11-24,Completed,Rep 18
TASK-310690,OPP-244271,Email,2024-11-05,Completed,Rep 22
TASK-310691,OPP-202802,Email,2023-03-22,Blocked,Rep 37
TASK-310692,OPP-221398,Call,2024-08-18,Completed,Rep 1
TASK-310693,OPP-200901,Proposal Sent,2025-04-29,Completed,Rep 6
TASK-310694,OPP-203637,Call,2023-09-22,Completed,Rep 19
TASK-310695,OPP-209266,Email,2023-10-11,Completed,Rep 6
TASK-310696,OPP-249852,Proposal Sent,2023-04-28,Completed,Rep 8
TASK-310697,OPP-207189,Email,2024-04-15,Completed,Rep 7
TASK-310698,OPP-215602,Demo,2025-03-19,Completed,Rep 33
TASK-310699,OPP-236157,Email,2023-05-31,Completed,Rep 17
TASK-310700,OPP-203516,Email,2023-12-24,Completed,Rep 38
TASK-310701,OPP-239341,Call,2024-04-01,Completed,Rep 24
TASK-310702,OPP-204551,Follow-up,2025-03-27,Completed,Rep 8
TASK-310703,OPP-206203,Email,2025-05-09,Completed,Rep 29
TASK-310704,OPP-203292,Proposal Sent,2023-06-14,Completed,Rep 23
TASK-310705,OPP-211738,Demo,2024-10-13,Completed,Rep 38
TASK-310706,OPP-225757,Email,2024-02-26,Completed,Rep 28
TASK-310707,OPP-249608,Contract Review,2025-04-21,Open,Rep 26
TASK-310708,OPP-214935,Call,2025-06-19,Completed,Rep 32
TASK-310709,OPP-219264,Email,2023-11-01,Open,Rep 19
TASK-310710,OPP-222306,Proposal Sent,2025-06-07,Completed,Rep 34
TASK-310711,OPP-237583,Follow-up,2024-08-02,Open,Rep 19
TASK-310712,OPP-219302,Proposal Sent,2023-08-08,Completed,Rep 19
TASK-310713,OPP-237219,Contract Review,2023-09-21,Completed,Rep 8
TASK-310714,OPP-226956,Contract Review,2025-05-13,Open,Rep 15
TASK-310715,OPP-218909,Email,2023-02-13,Open,Rep 24
TASK-310716,OPP-237917,Call,2025-06-09,Completed,Rep 41
TASK-310717,OPP-229078,Follow-up,2023-07-28,Completed,Rep 32
TASK-310718,OPP-243932,Call,2023-07-05,Completed,Rep 9
TASK-310719,OPP-221147,Call,2024-01-16,Completed,Rep 41
TASK-310720,OPP-215154,Email,2024-07-22,Completed,Rep 32
TASK-310721,OPP-234414,Call,2024-10-04,Completed,Rep 26
TASK-310722,OPP-230390,Contract Review,2023-10-09,Completed,Rep 12
TASK-310723,OPP-244002,Call,2023-02-02,Completed,Rep 29
TASK-310724,OPP-239377,Email,2023-12-25,Completed,Rep 5
TASK-310725,OPP-227738,Call,2023-03-06,Completed,Rep 12
TASK-310726,OPP-228622,Call,2024-04-08,Completed,Rep 16
TASK-310727,OPP-212664,Email,2024-06-19,Completed,Rep 1
TASK-310728,OPP-243151,Call,2023-10-17,Completed,Rep 20
TASK-310729,OPP-243069,Email,2024-11-05,Completed,Rep 32
TASK-310730,OPP-201135,Call,2024-05-16,Completed,Rep 5
TASK-310731,OPP-205190,Follow-up,2023-09-03,Completed,Rep 14
TASK-310732,OPP-217753,Call,2023-07-22,Completed,Rep 26
TASK-310733,OPP-226388,Email,2025-02-05,Completed,Rep 30
TASK-310734,OPP-229890,Demo,2023-07-26,Completed,Rep 12
TASK-310735,OPP-229132,Contract Review,2024-10-10,Open,Rep 19
TASK-310736,OPP-226312,Call,2025-06-05,Completed,Rep 36
TASK-310737,OPP-215245,Call,2023-07-30,Open,Rep 17
TASK-310738,OPP-229680,Call,2024-07-12,Completed,Rep 2
TASK-310739,OPP-209572,Call,2023-11-14,Completed,Rep 36
TASK-310740,OPP-241554,Follow-up,2024-02-18,Completed,Rep 26
TASK-310741,OPP-241930,Email,2025-05-25,Completed,Rep 11
TASK-310742,OPP-235932,Email,2025-04-16,Completed,Rep 35
TASK-310743,OPP-217296,Follow-up,2024-12-21,Completed,Rep 6
TASK-310744,OPP-201253,Proposal Sent,2025-04-04,Completed,Rep 15
TASK-310745,OPP-217965,Email,2023-11-19,Open,Rep 11
TASK-310746,OPP-208316,Demo,2025-01-01,Open,Rep 24
TASK-310747,OPP-236292,Email,2024-11-24,Completed,Rep 34
TASK-310748,OPP-215626,Proposal Sent,2024-06-15,Blocked,Rep 34
TASK-310749,OPP-230239,Proposal Sent,2024-05-03,Completed,Rep 18
TASK-310750,OPP-228973,Demo,2023-04-01,Open,Rep 29
TASK-310751,OPP-205377,Demo,2025-07-16,Open,Rep 27
TASK-310752,OPP-219592,Call,2025-06-14,Blocked,Rep 32
TASK-310753,OPP-243971,Proposal Sent,2024-07-06,Completed,Rep 8
TASK-310754,OPP-231820,Proposal Sent,2023-09-24,Completed,Rep 13
TASK-310755,OPP-224781,Proposal Sent,2024-08-06,Completed,Rep 15
TASK-310756,OPP-221562,Proposal Sent,2024-02-09,Completed,Rep 6
TASK-310757,OPP-204112,Email,2024-04-21,Completed,Rep 25
TASK-310758,OPP-241058,Call,2024-04-19,Completed,Rep 35
TASK-310759,OPP-241985,Proposal Sent,2023-09-15,Completed,Rep 7
TASK-310760,OPP-213489,Proposal Sent,2024-04-14,Completed,Rep 18
TASK-310761,OPP-220622,Email,2024-08-12,Completed,Rep 38
TASK-310762,OPP-232893,Contract Review,2024-09-30,Completed,Rep 11
TASK-310763,OPP-221952,Email,2024-03-31,Completed,Rep 32
TASK-310764,OPP-205180,Email,2024-08-31,Completed,Rep 12
TASK-310765,OPP-233494,Follow-up,2023-03-19,Completed,Rep 18
TASK-310766,OPP-230793,Demo,2024-06-03,Completed,Rep 12
TASK-310767,OPP-249261,Follow-up,2024-08-11,Completed,Rep 10
TASK-310768,OPP-213316,Call,2023-03-31,Open,Rep 7
TASK-310769,OPP-215908,Email,2024-06-22,Completed,Rep 28
TASK-310770,OPP-226350,Email,2025-02-21,Completed,Rep 28
TASK-310771,OPP-246106,Follow-up,2025-03-02,Completed,Rep 19
TASK-310772,OPP-207475,Call,2023-10-05,Completed,Rep 11
TASK-310773,OPP-216039,Call,2024-07-20,Completed,Rep 23
TASK-310774,OPP-241706,Call,2023-12-11,Completed,Rep 34
TASK-310775,OPP-242392,Proposal Sent,2025-02-05,Open,Rep 11
TASK-310776,OPP-200589,Email,2023-02-10,Completed,Rep 24
TASK-310777,OPP-238571,Call,2024-10-12,Completed,Rep 10
TASK-310778,OPP-209876,Email,2023-04-02,Completed,Rep 23
TASK-310779,OPP-230009,Email,2024-05-18,Completed,Rep 19
TASK-310780,OPP-249448,Call,2023-08-27,Completed,Rep 16
TASK-310781,OPP-218741,Call,2023-06-17,Completed,Rep 10
TASK-310782,OPP-215837,Contract Review,2023-08-27,Completed,Rep 29
TASK-310783,OPP-241763,Follow-up,2023-12-05,Completed,Rep 39
TASK-310784,OPP-214228,Contract Review,2023-03-17,Completed,Rep 20
TASK-310785,OPP-225336,Call,2023-08-17,Blocked,Rep 7
TASK-310786,OPP-232874,Call,2023-10-24,Completed,Rep 22
TASK-310787,OPP-230562,Contract Review,2024-09-19,Completed,Rep 14
TASK-310788,OPP-217460,Contract Review,2024-09-14,Completed,Rep 20
TASK-310789,OPP-214544,Email,2023-06-11,Completed,Rep 11
TASK-310790,OPP-235272,Proposal Sent,2023-11-08,Completed,Rep 29
TASK-310791,OPP-238128,Follow-up,2023-03-26,Completed,Rep 7
TASK-310792,OPP-200658,Email,2023-08-19,Completed,Rep 17
TASK-310793,OPP-206062,Call,2025-03-05,Completed,Rep 37
TASK-310794,OPP-235341,Email,2025-03-17,Completed,Rep 29
TASK-310795,OPP-211273,Email,2024-09-07,Completed,Rep 22
TASK-310796,OPP-209019,Demo,2024-10-20,Completed,Rep 38
TASK-310797,OPP-212418,Contract Review,2025-06-27,Completed,Rep 21
TASK-310798,OPP-207769,Call,2024-10-17,Completed,Rep 42
TASK-310799,OPP-227756,Demo,2024-10-23,Completed,Rep 38
TASK-310800,OPP-231239,Email,2024-08-20,Completed,Rep 30
TASK-310801,OPP-243083,Email,2025-04-09,Open,Rep 41
TASK-310802,OPP-218511,Call,2025-04-18,Completed,Rep 14
TASK-310803,OPP-220281,Follow-up,2023-05-07,Completed,Rep 10
TASK-310804,OPP-225632,Email,2023-11-18,Open,Rep 29
TASK-310805,OPP-214422,Email,2025-04-27,Completed,Rep 28
TASK-310806,OPP-216358,Demo,2024-12-23,Completed,Rep 12
TASK-310807,OPP-242862,Call,2024-05-28,Completed,Rep 37
TASK-310808,OPP-234522,Demo,2025-05-25,Completed,Rep 2
TASK-310809,OPP-220533,Email,2023-04-04,Completed,Rep 21
TASK-310810,OPP-217949,Follow-up,2023-10-24,Open,Rep 36
TASK-310811,OPP-231463,Email,2024-12-14,Completed,Rep 6
TASK-310812,OPP-226875,Proposal Sent,2025-04-14,Open,Rep 41
TASK-310813,OPP-210784,Call,2023-09-29,Completed,Rep 21
TASK-310814,OPP-228252,Call,2023-04-18,Completed,Rep 9
TASK-310815,OPP-232196,Call,2024-01-08,Completed,Rep 16
TASK-310816,OPP-207652,Demo,2023-08-26,Open,Rep 28
TASK-310817,OPP-244003,Email,2023-02-01,Completed,Rep 42
TASK-310818,OPP-247581,Follow-up,2024-03-29,Completed,Rep 14
TASK-310819,OPP-206565,Call,2025-08-05,Completed,Rep 5
TASK-310820,OPP-201352,Contract Review,2024-02-22,Blocked,Rep 4
TASK-310821,OPP-210120,Call,2023-12-16,Completed,Rep 30
TASK-310822,OPP-240933,Call,2024-11-18,Completed,Rep 24
TASK-310823,OPP-237795,Demo,2023-10-14,Completed,Rep 23
TASK-310824,OPP-247148,Call,2025-02-10,Completed,Rep 16
TASK-310825,OPP-212089,Email,2025-01-31,Completed,Rep 37
TASK-310826,OPP-214019,Contract Review,2025-03-27,Completed,Rep 31
TASK-310827,OPP-214994,Call,2024-05-18,Completed,Rep 30
TASK-310828,OPP-224713,Email,2023-03-14,Completed,Rep 28
TASK-310829,OPP-248152,Call,2023-07-25,Completed,Rep 9
TASK-310830,OPP-234671,Call,2024-12-23,Completed,Rep 20
TASK-310831,OPP-223185,Contract Review,2023-11-05,Completed,Rep 38
TASK-310832,OPP-218513,Call,2024-05-09,Completed,Rep 32
TASK-310833,OPP-214087,Call,2023-07-14,Completed,Rep 26
TASK-310834,OPP-222966,Demo,2023-01-19,Open,Rep 33
TASK-310835,OPP-204437,Email,2025-06-17,Open,Rep 35
TASK-310836,OPP-228557,Email,2025-04-03,Completed,Rep 16
TASK-310837,OPP-246857,Follow-up,2023-01-21,Open,Rep 11
TASK-310838,OPP-212680,Call,2023-05-01,Completed,Rep 41
TASK-310839,OPP-243452,Email,2024-06-23,Completed,Rep 41
TASK-310840,OPP-236159,Call,2025-03-08,Completed,Rep 8
TASK-310841,OPP-235311,Demo,2023-07-31,Open,Rep 22
TASK-310842,OPP-213371,Call,2025-02-19,Completed,Rep 28
TASK-310843,OPP-230231,Email,2023-04-24,Completed,Rep 18
TASK-310844,OPP-218268,Call,2025-01-16,Completed,Rep 22
TASK-310845,OPP-247203,Proposal Sent,2025-04-13,Completed,Rep 29
TASK-310846,OPP-209317,Email,2024-03-01,Completed,Rep 34
TASK-310847,OPP-229771,Follow-up,2024-03-18,Completed,Rep 41
TASK-310848,OPP-221485,Call,2025-04-26,Completed,Rep 35
TASK-310849,OPP-208930,Follow-up,2023-06-16,Completed,Rep 11
TASK-310850,OPP-221918,Email,2023-08-16,Open,Rep 29
TASK-310851,OPP-247605,Demo,2025-08-13,Completed,Rep 10
TASK-310852,OPP-223616,Email,2023-07-11,Completed,Rep 26
TASK-310853,OPP-206272,Demo,2023-06-20,Completed,Rep 32
TASK-310854,OPP-219654,Email,2025-01-31,Open,Rep 40
TASK-310855,OPP-206467,Demo,2025-04-12,Blocked,Rep 9
TASK-310856,OPP-242948,Call,2023-07-04,Completed,Rep 32
TASK-310857,OPP-216191,Demo,2023-09-17,Completed,Rep 32
TASK-310858,OPP-236523,Email,2024-05-07,Completed,Rep 17
TASK-310859,OPP-240175,Call,2025-05-28,Completed,Rep 32
TASK-310860,OPP-243666,Follow-up,2024-03-30,Completed,Rep 33
TASK-310861,OPP-216784,Email,2024-10-30,Open,Rep 39
TASK-310862,OPP-217967,Email,2024-11-01,Completed,Rep 36
TASK-310863,OPP-211334,Proposal Sent,2024-07-27,Completed,Rep 29
TASK-310864,OPP-205700,Email,2024-09-13,Completed,Rep 13
TASK-310865,OPP-233760,Call,2023-10-21,Completed,Rep 20
TASK-310866,OPP-237014,Email,2024-06-14,Open,Rep 30
TASK-310867,OPP-226086,Email,2024-04-08,Completed,Rep 32
TASK-310868,OPP-208466,Demo,2023-12-28,Open,Rep 15
TASK-310869,OPP-208809,Proposal Sent,2024-09-14,Completed,Rep 24
TASK-310870,OPP-239898,Email,2024-06-10,Completed,Rep 40
TASK-310871,OPP-238185,Call,2023-02-15,Completed,Rep 30
TASK-310872,OPP-243625,Demo,2024-04-09,Completed,Rep 41
TASK-310873,OPP-245323,Email,2023-10-21,Completed,Rep 28
TASK-310874,OPP-226684,Call,2024-03-18,Completed,Rep 10
TASK-310875,OPP-246776,Call,2024-01-29,Completed,Rep 26
TASK-310876,OPP-200598,Demo,2025-02-23,Completed,Rep 39
TASK-310877,OPP-245259,Email,2023-12-10,Completed,Rep 12
TASK-310878,OPP-215095,Call,2025-08-03,Completed,Rep 7
TASK-310879,OPP-230948,Follow-up,2025-03-07,Completed,Rep 8
TASK-310880,OPP-235229,Proposal Sent,2024-11-02,Blocked,Rep 36
TASK-310881,OPP-212220,Proposal Sent,2024-05-10,Completed,Rep 27
TASK-310882,OPP-201249,Proposal Sent,2024-01-21,Completed,Rep 38
TASK-310883,OPP-225943,Proposal Sent,2024-11-03,Open,Rep 15
TASK-310884,OPP-240875,Call,2023-07-02,Open,Rep 8
TASK-310885,OPP-224734,Follow-up,2023-08-15,Completed,Rep 31
TASK-310886,OPP-221396,Proposal Sent,2024-05-09,Open,Rep 34
TASK-310887,OPP-221116,Contract Review,2024-01-24,Completed,Rep 41
TASK-310888,OPP-206501,Email,2025-02-23,Open,Rep 29
TASK-310889,OPP-246265,Email,2023-06-18,Completed,Rep 14
TASK-310890,OPP-243667,Call,2025-04-06,Completed,Rep 3
TASK-310891,OPP-236372,Proposal Sent,2024-03-11,Completed,Rep 26
TASK-310892,OPP-207001,Call,2023-12-13,Completed,Rep 13
TASK-310893,OPP-231688,Proposal Sent,2025-04-16,Open,Rep 39
TASK-310894,OPP-234770,Demo,2025-06-07,Completed,Rep 4
TASK-310895,OPP-223091,Call,2024-09-13,Completed,Rep 17
TASK-310896,OPP-233956,Email,2023-04-25,Completed,Rep 11
TASK-310897,OPP-202813,Contract Review,2025-02-06,Completed,Rep 12
TASK-310898,OPP-236786,Demo,2024-01-14,Completed,Rep 27
TASK-310899,OPP-242877,Call,2023-11-20,Completed,Rep 1
TASK-310900,OPP-221195,Call,2023-02-25,Completed,Rep 11
TASK-310901,OPP-238813,Call,2024-07-25,Completed,Rep 16
TASK-310902,OPP-216022,Email,2025-05-08,Completed,Rep 39
TASK-310903,OPP-216049,Call,2023-08-14,Completed,Rep 27
TASK-310904,OPP-229878,Email,2025-01-23,Completed,Rep 41
TASK-310905,OPP-209273,Contract Review,2023-09-08,Completed,Rep 31
TASK-310906,OPP-225773,Email,2023-07-11,Completed,Rep 25
